heart_rate_max,heart_rate_avg,heart_rate_rest,daily_water,carbs_amount,protein_amount,fat_amount,sugar_content,sodium_content_mg,cholesterol_content,portion_size,prep_time,recipe_rating,lean_body_mass
188.8913,157.8307,67.8555,3.3878,297.6134,118.3148,79.5448,15.6754,2410.9525,234.6109,356.1384,66.7087,2.6898,65.4954
175.03,124.1047,54.8317,1.8637,245.8508,97.9928,65.756,42.9561,2159.1781,216.2529,399.8376,5.6683,4.6897,38.6941
181.9494,165.2902,58.0594,1.5935,274.4899,111.7458,74.1531,47.3809,330.2482,292.4369,465.4317,79.7028,1.8103,65.3383
190.7681,128.9777,71.9086,2.4837,246.7763,98.2053,66.1327,2.4292,103.1976,201.2671,142.936,41.6348,4.7878,57.9818
195.1916,124.7268,51.7445,3.0951,170.115,68.2571,45.638,41.6926,2300.4185,148.5623,210.5179,8.3736,2.2025,43.0378
187.8423,156.7371,66.6626,2.6986,312.1488,124.5915,83.1194,26.2802,1216.7327,159.7861,457.9701,64.5978,1.502,44.5318
180.4471,162.0135,61.9871,2.4239,272.3129,109.19,72.1345,18.4435,75.2412,178.2578,215.9435,84.7689,4.3772,56.8607
197.6938,150.9578,49.8296,3.4104,206.2723,82.4857,54.9388,48.3619,1615.2892,115.168,498.8393,36.336,2.0111,84.5745
194.8207,155.9538,61.879,3.4974,316.024,125.0168,84.0348,17.504,270.2563,149.7591,124.7332,91.6177,1.0967,80.3708
188.7157,157.8109,67.9302,3.3955,295.966,118.2678,79.1421,15.5261,2435.8953,235.9967,354.4195,66.8887,2.673,67.4776
178.2551,128.8683,62.2056,1.7261,239.3718,94.8681,64.0561,41.972,1867.7996,199.7026,151.5729,90.8193,4.6923,54.8825
166.9035,122.2634,52.2241,2.6966,297.2429,118.2012,78.309,39.1144,232.5477,142.229,367.6562,64.6527,1.5329,38.0031
172.168,132.1678,61.9153,3.1121,274.6316,109.1534,72.9526,35.5121,944.2352,199.5855,399.1543,45.2182,4.4372,34.824
163.9337,149.3206,74.2199,1.4911,294.6882,119.1312,78.9824,30.5477,1682.4559,148.3848,271.8138,119.0927,3.6805,45.3833
174.1386,155.8077,67.11,2.2833,198.9703,79.8318,52.8645,42.8296,2096.5334,252.9172,466.0502,37.053,3.9627,42.2093
180.4868,161.686,61.9464,2.4258,272.4034,109.3056,72.1715,18.0904,67.8044,178.9755,215.5497,84.5238,4.3671,74.0444
162.0943,133.9215,65.6964,3.5764,283.8465,112.3821,75.3098,48.5118,1461.799,207.2502,152.3745,73.6125,4.1015,61.2249
191.3829,155.1174,50.1355,2.507,202.4627,80.822,54.573,9.4173,115.8242,10.2092,313.7651,103.0853,4.8303,76.2121
178.8907,160.2449,59.7258,3.3389,241.5155,96.3635,64.3499,40.3358,2368.7129,151.2199,283.4037,26.8365,4.6002,85.4182
182.334,137.8864,67.9499,3.4682,427.8524,171.4315,113.6554,42.934,898.0748,16.1216,309.2396,41.9994,1.0882,72.1995
199.1315,132.3726,60.1828,1.9907,349.9824,140.299,92.7874,39.2581,308.0959,57.7873,389.112,76.1525,4.5708,47.1517
162.1816,134.1119,65.7442,3.5717,284.2204,112.595,75.1181,48.4155,1473.3398,209.4555,151.5091,72.8376,4.1062,35.3146
181.7818,155.5776,57.0748,2.6297,302.7841,122.2308,81.049,9.5121,1466.2313,113.1749,340.501,21.4366,1.6788,54.2767
167.0427,122.2688,52.3235,2.6978,296.7371,118.589,78.0939,38.9113,211.6623,143.9298,367.1479,64.2214,1.5346,60.4058
188.0453,140.9869,65.0937,2.3914,299.8964,120.5103,80.3895,1.939,2066.8918,21.4086,229.4807,57.0383,3.8318,44.8351
196.0312,140.2042,60.6429,2.7019,213.6942,86.0387,57.523,42.0332,589.1926,264.7806,396.6414,15.2842,4.7873,47.3403
196.0447,139.8477,60.8975,2.6653,214.2207,86.2099,56.7304,42.1195,595.474,263.16,396.3372,14.9404,4.7593,39.8616
194.5909,127.246,53.9405,3.199,415.2749,165.3423,110.5517,30.3803,664.3519,144.5005,275.7366,38.5398,3.4173,85.8429
176.8655,138.3608,74.0848,3.5154,265.7652,106.6443,71.3458,44.9596,581.344,77.6917,224.857,6.0759,3.094,55.7799
162.9703,168.1996,51.0934,2.3145,270.8145,108.9826,71.8246,17.7643,391.0496,67.5001,493.9917,82.0394,2.304,38.7532
169.3535,150.8789,58.1004,2.0206,178.7481,72.358,48.3102,28.4701,1032.2799,160.2104,422.7672,116.5783,3.4848,58.0981
177.1604,124.7071,60.9638,1.6231,219.3314,88.4289,58.1346,5.2722,1168.8959,248.911,365.4628,43.831,1.1186,33.5574
180.269,127.8813,56.7033,2.093,234.0254,92.6476,62.5948,27.9716,435.7476,271.9961,373.9558,36.9944,4.8776,66.1631
193.2244,143.9403,57.8418,2.4185,282.2401,113.5648,75.8723,12.1937,1218.517,3.5013,342.2911,117.8824,3.1943,51.3794
175.1872,167.6431,56.7208,3.0825,284.6357,114.4052,75.9433,27.6843,409.3869,2.706,209.0711,102.8869,4.5892,49.3303
197.5304,156.3184,55.7737,2.222,306.5409,122.8984,81.9767,15.7135,120.4691,32.8684,391.7191,62.031,1.8907,77.2507
179.0409,148.1851,67.3273,2.3848,229.4626,91.2689,61.5949,32.1494,2393.1975,14.5606,301.7288,52.785,1.6195,72.0595
194.7192,127.2815,63.1009,2.0933,185.7634,73.9694,49.4394,38.5367,855.3053,33.8934,383.7593,15.9601,2.8851,88.6252
163.7256,129.1829,57.958,3.4953,202.0677,81.0116,54.2196,43.7346,702.1216,135.6134,330.4655,18.3076,1.1972,51.8678
178.9137,148.5017,67.2212,2.3943,229.5457,91.8998,61.8348,32.547,2391.9663,14.4637,297.5721,52.5274,1.6209,52.4714
181.6597,156.91,64.1131,3.297,180.74,71.8254,48.3386,28.4118,128.5505,243.552,142.8226,19.4877,4.7631,36.6546
188.4057,137.0825,49.9201,3.396,276.4288,109.7387,73.7187,12.2175,148.4948,216.9478,400.4192,5.4006,4.3698,80.5781
199.1296,129.3966,52.9584,2.2968,204.3425,82.4436,54.5338,7.7551,1864.5182,285.8813,187.9146,14.2268,0.9804,89.7493
183.9314,127.8322,52.9444,2.2053,201.5864,81.2922,54.773,37.2496,1836.7503,265.981,491.6463,109.9127,1.9845,61.459
193.2915,168.4352,69.0284,2.7059,217.9776,88.4787,58.6346,43.7499,485.9864,169.4975,336.2116,55.0176,2.6052,42.1084
195.9044,139.8978,60.9514,2.677,214.1963,86.105,56.6004,42.3319,609.1058,263.7702,398.2578,14.7721,4.7843,80.0689
161.5362,123.8442,49.9489,2.7025,311.723,123.6465,82.6864,44.3295,1603.4423,204.5579,502.5169,117.9087,2.614,78.0756
184.8987,132.344,53.9981,2.7103,369.7416,147.7019,98.4575,35.6974,131.4037,245.0786,469.85,74.4358,3.9116,89.304
184.5222,168.2721,70.01,3.0014,233.3242,93.2997,61.8525,17.6646,2481.1263,265.9482,209.577,19.9409,1.7913,88.5516
166.8825,128.0523,49.8968,2.4932,190.5997,76.8265,50.7422,50.0673,759.1982,292.9149,416.3755,26.9795,1.5867,39.0168
184.1868,131.7327,67.9544,2.7124,178.2988,71.0479,47.4332,7.5522,1243.5893,138.1129,218.4868,15.8188,1.8144,56.4106
165.0899,134.1385,57.9642,3.5786,195.9948,80.2747,52.339,37.4975,1402.5706,241.8571,117.9297,79.6327,4.6884,81.9044
165.8174,156.272,65.8472,2.6187,232.3984,92.7409,61.4256,15.4792,193.1669,144.9026,131.5639,109.8226,3.1714,86.6626
173.7824,168.8442,62.1152,3.4973,182.142,71.513,48.1334,30.2166,88.0088,209.8202,240.0167,116.0837,2.9178,60.0719
183.869,140.8776,51.864,2.8803,262.1799,105.4999,70.2126,2.9514,1510.7025,75.873,487.9289,36.6412,3.1428,68.9103
165.8907,156.4419,65.7596,2.6132,232.5837,92.473,61.5798,15.5538,186.2502,144.434,131.4077,110.4419,3.1567,65.876
161.6023,123.6941,49.9338,2.7013,311.5791,123.7134,82.6586,44.3996,1588.8255,205.8931,501.7519,117.1142,2.6123,76.1472
198.0662,151.1587,50.0346,3.4124,206.1179,82.2168,55.2915,48.416,1628.4541,114.5394,499.1735,35.9636,1.9929,40.8136
190.9458,128.8569,71.8451,2.4829,247.9283,98.2133,66.2082,2.4396,114.2415,201.3049,144.026,42.6987,4.761,41.0215
169.3646,151.0398,58.1975,2.0186,179.087,72.4568,47.9849,28.6362,1039.9907,162.1985,424.7078,117.017,3.5158,60.7297
182.2935,142.1959,53.8938,2.6059,218.2263,86.0443,57.9786,4.633,2180.7601,118.0258,240.8087,112.6254,4.8559,73.2933
184.5707,132.337,54.2221,2.698,369.4109,147.5482,98.7399,35.6345,125.696,243.2226,472.3424,74.0784,3.9195,61.8151
188.5034,137.1841,49.859,3.3982,277.1785,109.9778,73.4565,12.5492,156.8698,216.14,401.9957,5.5812,4.4104,53.0815
164.9807,134.33,57.9148,3.5854,196.1969,80.3532,52.4459,38.0288,1393.8382,243.1857,117.7184,79.1021,4.7094,88.8048
182.0682,138.68,54.6907,2.3085,164.9948,65.9729,44.5373,39.0418,883.2697,135.0281,430.2771,17.4152,1.5032,80.7943
198.3926,120.0423,72.9294,2.8921,153.8199,62.0676,41.0428,1.0057,705.9356,284.8147,297.5495,115.8406,1.7026,54.4098
183.966,141.1601,51.7835,2.8764,263.1967,105.5794,70.459,3.019,1510.5468,75.6722,487.5064,36.8023,3.1848,61.3622
198.1873,119.9832,72.9135,2.9015,153.2747,62.0848,41.1992,1.046,717.041,285.2953,299.9606,116.7978,1.7121,88.9326
183.8595,157.6539,64.1633,2.7014,275.1896,109.7717,73.2818,31.4895,1789.0343,43.5963,315.865,112.0232,2.8649,61.813
161.9056,134.9317,61.9511,3.4702,303.0099,121.252,81.5001,46.8924,866.2883,258.7348,300.2609,22.8368,2.1838,71.4886
195.0158,131.1698,59.9261,2.0359,229.1884,91.7747,60.6137,40.681,1997.0537,271.2974,201.8685,74.0143,3.7134,55.2331
195.9412,139.9189,60.7329,2.6946,214.5584,85.834,57.5926,42.3413,599.1798,265.2538,396.863,14.2533,4.7748,73.2673
192.1535,133.1529,50.0345,2.3906,283.4018,112.5592,75.3319,9.261,419.7809,5.1133,458.8821,104.4999,1.8663,65.622
193.2279,143.3191,50.1251,2.9088,178.327,71.288,47.8485,15.471,2284.656,30.3431,377.4254,86.7206,3.6662,89.9915
166.8296,128.0353,49.8893,2.4916,190.9889,76.5459,50.857,50.0073,757.4723,290.2912,413.5159,26.5428,1.5889,77.0611
165.5068,157.31,65.0613,2.5996,195.2907,78.4848,51.435,25.0834,1859.7744,153.5046,225.5636,91.3473,2.7975,71.8342
191.0665,155.9531,73.6461,3.4276,306.5803,122.2453,82.1749,46.5577,1988.4806,253.366,162.2994,63.1123,2.7928,60.9666
183.9434,141.2367,51.8811,2.8747,262.7479,105.232,70.4676,2.8372,1500.7826,73.4928,487.8207,36.8979,3.1486,44.2803
194.2444,141.1825,51.8853,2.7047,203.0193,79.8012,53.1402,35.5049,2125.2915,204.6724,431.9799,22.4272,1.1745,67.7499
166.987,159.7502,61.9405,2.9132,295.3729,117.9483,78.844,4.0575,2348.3644,119.0119,378.0126,29.5572,2.473,65.1764
177.392,125.0242,61.002,1.6336,219.4953,88.4366,58.3888,5.055,1171.0977,248.025,363.9489,43.7341,1.1292,47.869
161.7869,152.7558,52.8992,3.4984,296.3225,118.6249,79.2119,18.7965,352.0871,217.7715,115.7762,14.2014,4.423,88.5127
